score,pop,song_a,song_b,bpm
86,57,Lady Gaga - Poker Face,Jonas Blue - Edge of Desire (w/ Malive),117<->123
86,57,J Balvin - LA CANCIÃN (w/ Bad Bunny),"KK - Ajab Si (From ""Om Shanti Om"")",117<->117
86,57,J Balvin - LA CANCIÃN (w/ Bad Bunny),ZezÃ© Di Camargo & Luciano - Sem Medo de Ser Feliz,117<->112
86,57,Chris Stapleton - You Should Probably Leave,Belanova - Baila Mi CorazÃ³n,92<->89
86,57,"Major Lazer - Lean On (w/ MÃ, DJ Snake)",La Rvfleuze - PARLU,136<->136
86,57,Calvin Harris - Outside (w/ Ellie Goulding),Madonna - La Isla Bonita,129<->129
86,57,Calvin Harris - Outside (w/ Ellie Goulding),GIMS - SOIS PAS TIMIDE,129<->129
86,57,Sean Paul - No Lie (w/ Dua Lipa),La Rvfleuze - PARLU,136<->136
86,57,"Akhil Sachdeva - Humsafar (From ""Badrinath Ki Dulhania"") (w/ Mansheel Gujral)",Luke Combs - Fast Car,103<->99
86,57,Future - Build a Bitch,CORTIS - REDRED,123<->123
86,57,BTS - Hooligan,Justin Bieber - Baby (w/ Ludacris),136<->129
86,57,Brooks & Dunn - Neon Moon,The Script - The Man Who Can't Be Moved,103<->99
86,57,Pitbull - Timber (w/ Kesha),Sean Paul - Temperature,129<->123
86,57,DopeNation - Kakalika,sombr - undressed,117<->117
86,57,Olivia Dean - The Hardest Part,Luke Combs - Be By You,92<->95
86,57,Luke Combs - Fast Car,Third Eye Blind - Semi-Charmed Life,99<->103
86,57,"Palak Muchhal - Teri Meri Kahaani (w/ Manoj Yadav, Arijit Singh)",Chrystal - The Days,92<->92
86,57,Werenoi - Jamal,Red Hot Chili Peppers - Can't Stop,117<->117
86,56,Jazeek - AKON,Black Cat - BMW,117<->123
86,56,"Dj Brenno PaixÃ£o - Rua do Ouro (w/ Mac JÃºlia, MC Rica, SAM SAM)","TRIANGLE DES BERMUDES - Charger (w/ MC YOSHI, Mauvais djo, Kokosvoice)",129<->129
86,56,PLK - Sex Model (w/ Theodora),Henrique & Diego - SuÃ­te 14,107<->103
86,56,"Akhil Sachdeva - Humsafar (From ""Badrinath Ki Dulhania"") (w/ Mansheel Gujral)",Matheus Vargas - Desocupa (w/ Cleber & Cauan),103<->107
86,56,"Akhil Sachdeva - Humsafar (From ""Badrinath Ki Dulhania"") (w/ Mansheel Gujral)",Matheus & Kauan - Quarta Cadeira,103<->107
86,56,Junior H - MIENTRAS DUERMES,"Pritam - Tu Hi Haqeeqat (w/ Javed Ali, Irshan Ashraf, Shadab)",123<->117
86,56,Junior H - MIENTRAS DUERMES,Drake - What Did I Miss?,123<->123
86,56,"Junior H - DROGA LETAL (w/ Gael Valenzuela, Peso Pluma)",Plan B - Es un Secreto,117<->123
86,56,Tulus - Teh Hijau,Bayaan - Safar (w/ Sherazam),99<->103
86,56,BTS - 2.0,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",129<->129
86,56,BTS - 2.0,Nono La Grinta - Terrain,129<->129
86,56,BTS - 2.0,"Mc NegÃ£o Original - Vou pela Madrugada (w/ MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix)",129<->123
86,56,Keane - Somewhere Only We Know,Belanova - Baila Mi CorazÃ³n,86<->89
86,56,Ariana Grande - Into You,Luis R Conriquez - Medusa (w/ Tito Double P),107<->112
86,56,Ariana Grande - Into You,Tito Double P - PASE Y PASE,107<->103
86,56,Lord Huron - The Night We Met,Jind Universe - High On You,86<->83
86,56,Lord Huron - The Night We Met,Lagui - Mandat de dÃ©pÃ´t (w/ Jul),86<->89
86,56,Charlie Puth - We Don't Talk Anymore (w/ Selena Gomez),Cardenales De Nuevo LeÃ³n - Belleza De Cantina,99<->95
86,56,The Weeknd - Timeless (w/ Playboi Carti),System Of A Down - Toxicity,117<->123
86,56,Eminem - Without Me,Lagui - Capo,112<->117
86,56,Rihanna - Umbrella (w/ JAÅ¸-Z),Shashaa Tirupati - Baarish (w/ Ash King),117<->117
86,56,Arctic Monkeys - I Wanna Be Yours,Jul - Ma jolie,68<->64
86,56,DJ Snake - Let Me Love You (w/ Justin Bieber),Madonna - La Isla Bonita,136<->129
86,56,DJ Snake - Let Me Love You (w/ Justin Bieber),DJ Japa NK - Amo Minha Favela (w/ MC Meno K),136<->129
86,56,DJ Snake - Let Me Love You (w/ Justin Bieber),"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",136<->129
86,56,Ed Sheeran - Shape of You,Cave - CASA CUBA (w/ Amo),129<->123
86,56,Ed Sheeran - Shape of You,MC GP - ME POSTOU NO DAILY,129<->129
86,56,Ed Sheeran - Shape of You,"G.A - pros menor da nova (w/ Veigh, Mc Morena, Supernova Ent)",129<->129
86,56,Ed Sheeran - Shape of You,Fuerza Regida - INMORTAL (w/ Chuyin),129<->129
86,56,Justin Bieber - Confident,"James Hype - Waterfalls (w/ Sam Harper, Bobby Harvey)",136<->136
86,56,Justin Bieber - Confident,"Dj Luan Gomes - PEGA A MALDADE DA BANDIDA (w/ Mc Ws da leste, Delleon, Tropa da W&S)",136<->129
86,56,Drake - Headlines,Eslabon Armado - AMIGOS CON DERECHOS (w/ Peso Pluma),152<->152
86,56,Brooks & Dunn - Neon Moon,Alex Warren - Carry You Home,103<->107
86,56,"USHER - Yeah! (w/ Lil Jon, Ludacris)",Ninho - Un Poco,103<->99
86,56,sombr - undressed,"Shankar-Ehsaan-Loy - Mitwa (w/ Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali)",117<->123
86,56,Michael Jackson - Man in the Mirror,Bayaan - Safar (w/ Sherazam),99<->103
86,56,Olivia Dean - Baby Steps,HAVEN. - I Run (w/ Kaitlin Aragon),95<->92
86,56,Olivia Dean - Baby Steps,Kolja Goldstein - FIAI (w/ KALIM),95<->95
86,56,Black Eyed Peas - Meet Me Halfway,Ziak - FENG SHUI,129<->129
86,56,Kings of Leon - Use Somebody,Mauvais djo - PilÃ©,136<->129
86,56,Kings of Leon - Use Somebody,Bouss - Biff pas d'love,136<->136
86,56,OMI - Cheerleader,"Maiara & Maraisa - Pecado de Amor / Pare (w/ Naiara Azevedo, Fred & FabrÃ­cio)",117<->112
86,56,OMI - Cheerleader,Fuerza Regida - ME JALO (w/ Grupo Frontera),117<->123
86,56,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),GIMS - CIEL,129<->129
86,56,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),DJ Japa NK - Amo Minha Favela (w/ MC Meno K),129<->129
86,56,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",129<->129
86,56,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),129<->129
86,56,Third Eye Blind - Semi-Charmed Life,Matheus Vargas - Desocupa (w/ Cleber & Cauan),103<->107
86,56,Third Eye Blind - Semi-Charmed Life,Matheus & Kauan - Quarta Cadeira,103<->107
86,56,Weezer - Island In The Sun,"KK - Ajab Si (From ""Om Shanti Om"")",112<->117
86,56,Weezer - Island In The Sun,ZezÃ© Di Camargo & Luciano - Sem Medo de Ser Feliz,112<->112
86,56,Fetty Wap - Trap Queen,FloyyMenor - Gata Only (w/ Cris MJ),99<->99
86,56,Calvin Harris - Blessings (w/ Clementine Douglas),WALK THE MOON - Shut Up and Dance,129<->129
86,56,3 Doors Down - Kryptonite,O Rappa - Anjos (Pra quem tem fÃ©),99<->103
86,56,Morgan Wallen - What I Want (w/ Tate McRae),Sean Paul - She Doesn't Mind,117<->117
86,56,Morgan Wallen - What I Want (w/ Tate McRae),R2 - SO MAWA (w/ Mauvais djo),117<->123
86,56,Nitty Gritty Dirt Band - Fishin' in the Dark,Hugo & Guilherme - LembranÃ§as de Amor / Fogueira / Um Dia Te Levo Comigo,152<->152
86,56,Tom Odell - Another Love,"Shashwat Sachdev - Vaari Jaavan (w/ Jyoti Nooran, Jasmine Sandlas, Reble)",117<->123
86,56,Malcolm Todd - I Just Got Mad,Henrique & Juliano - Seja Ex (Ao Vivo),161<->161
86,56,"Kailash Kher - Saiyyan (w/ Paresh Kamath, Naresh Kamath)",sombr - undressed,117<->117
86,56,Madonna - La Isla Bonita,CORTIS - REDRED,129<->123
86,56,THIZZY52 - BLOCKKIDS,Disclosure - Latch (w/ Sam Smith),129<->123
86,56,WALK THE MOON - Shut Up and Dance,Zartmann - tau mich auf,129<->123
86,56,GIMS - SOIS PAS TIMIDE,CORTIS - REDRED,129<->123
86,56,Djadja & Dinaz - J'fais mes affaires,DJ Snake - Let Me Love You (w/ Justin Bieber),136<->136
86,56,Werenoi - Piano (w/ GIMS),Junior H - MIENTRAS DUERMES,129<->123
86,55,Jul - C'est la citÃ© (w/ Naps),Sohail Sen - Aashiq Tera (w/ Altamash Faridi),123<->117
86,55,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",Icona Pop - I Love It (w/ Charli xcx),129<->123
86,55,DJ ZigÃ£o - TÃ´ na Brasilia com o ZigÃ£o (w/ MC Roger),Sound Of Legend - San Francisco,129<->129
86,55,El Randal - MJ,Lost Frequencies - Black Friday (pretty like the sun) (w/ Tom Odell),129<->129
86,55,Veysel - ROTTERDAM,Wesley SafadÃ£o - Displicente,99<->103
86,55,LAVINIA - Reasons (w/ Ely Oaks),Dire Straits - Sultans Of Swing,152<->152
86,55,Dardan - Mitten in der Nacht (w/ Azet),WIXO & LA2S - PELELE,123<->123
86,55,Tracy Chapman - Fast Car,"ZÃ© Neto & Cristiano - Oi, Tudo Bem?",99<->99
86,55,Grupo Marca Registrada - Di Que SÃ­ (w/ Grupo Frontera),Jorge & Mateus - Calma,129<->129
86,55,Cheema Y - California Love (w/ Gur Sidhu),Drake - What Did I Miss?,117<->123
86,55,Jasleen Royal - Sang Rahiyo,R2 - SO MAWA (w/ Mauvais djo),123<->123
86,55,"Anand Raj Anand - Ucha Lamba Kad Forever (From ""Welcome To The Jungle"") (w/ Vikram Montrose, Rubai, Meggha Bali)",TK - Scarface 2.0,92<->89
86,55,"Sai Abhyankkar - God Mode (w/ Gana Muthu, Vishnu Edavan)","Anirudh Ravichander - Aaya Sher (From ""The Paradise"") (Telugu) (w/ Jangi Reddy, Arjun Chandy, Kasarla Shyam)",143<->143
86,55,Cheema Y - Jackpot (w/ Gur Sidhu),Bello&Dallas - Arena de Cuba,129<->123
86,55,Himesh Reshammiya - Tera Chehra (w/ Arijit Singh),Cave - CASA CUBA (w/ Amo),129<->123
86,55,Himesh Reshammiya - Tera Chehra (w/ Arijit Singh),MC GP - ME POSTOU NO DAILY,129<->129
86,55,Himesh Reshammiya - Tera Chehra (w/ Arijit Singh),"G.A - pros menor da nova (w/ Veigh, Mc Morena, Supernova Ent)",129<->129
86,55,Ayushmann Khurrana - Pani Da Rang,Jul - C'est la citÃ© (w/ Naps),129<->123
86,55,Ayushmann Khurrana - Pani Da Rang,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",129<->129
86,55,Ayushmann Khurrana - Pani Da Rang,Mauvais djo - PilÃ©,129<->129
86,55,Ayushmann Khurrana - Pani Da Rang,KeBlack - Boucan (w/ Franglish),129<->129
86,55,"Arijit Singh - Tujhe Kitna Chahne Lage (From ""Kabir Singh"") (w/ Mithoon)",Hugo & Guilherme - Mentirosa,143<->143
86,55,"Vishal-Shekhar - Bin Tere (w/ Shafqat Amanat Ali, Sunidhi Chauhan)",Henrique & Juliano - Logo Logo (Ao Vivo),143<->143
86,55,"Atif Aslam - Be Intehaan (w/ Sunidhi Chauhan, Pritam)","ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",129<->129
86,55,"Atif Aslam - Be Intehaan (w/ Sunidhi Chauhan, Pritam)",Ninho - Zipette,129<->129
86,55,Pritam - Tum Se Hi (w/ Mohit Chauhan),The Bausa - Magnetic,129<->129
86,55,Divya Kumar - Sun Saathiya (w/ Priya Saraiya),Hugo & Guilherme - Mentirosa,143<->143
86,55,"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)",CYRIL - Stumblin' In,117<->123
86,55,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),Bello&Dallas - Arena de Cuba,123<->123
86,55,"Shashwat Sachdev - Vaari Jaavan (w/ Jyoti Nooran, Jasmine Sandlas, Reble)",Cave - CASA CUBA (w/ Amo),123<->123
86,55,"Shashwat Sachdev - Vaari Jaavan (w/ Jyoti Nooran, Jasmine Sandlas, Reble)",Bello&Dallas - Arena de Cuba,123<->123
86,55,"Amaal Mallik - Soch Na Sake (w/ Arijit Singh, Tulsi Kumar)",Tito Double P - PASE Y PASE,99<->103
86,55,"Ram Sampath - Sajni (From ""Laapataa Ladies"") (w/ Arijit Singh, Prashant Pandey)",BeatBoy - Pase y Toque (w/ Victor Mendivil),161<->161
86,55,Ami Mishra - Hasi,Eslabon Armado - AMIGOS CON DERECHOS (w/ Peso Pluma),152<->152
86,55,Pritam - Labon Ko (w/ KK),Henrique & Diego - SuÃ­te 14,107<->103
86,55,"Sachet Tandon - Bekhayali (From ""Kabir Singh"") (w/ Sachet-Parampara, Shahid Kapoor, Kiara Advani)",Hugo & Guilherme - Todo Mundo Menos Eu,172<->172
86,55,Jubin Nautiyal - Humnava Mere (w/ Rocky,Lagui - Gros cave (w/ Niaks),78<->80
86,55,"ARJN - KALYANI (w/ KDS, FIFTY4, RONN)","Dj Luan Gomes - PEGA A MALDADE DA BANDIDA (w/ Mc Ws da leste, Delleon, Tropa da W&S)",129<->129
86,55,Shashwat Sachdev - Ishq Jalakar,Mr. Probz - Waves,117<->117
86,55,Shashwat Sachdev - Ishq Jalakar,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),117<->117
86,55,Mansheel Gujral - Channa Ve (w/ Akhil Sachdeva),"KK - Ajab Si (From ""Om Shanti Om"")",123<->117
86,55,Mohit Chauhan - Tum Ho (w/ Suzanne D'Mello),Jorge & Mateus - Pra Sempre Com VocÃª,95<->99
86,55,Pritam - Hawayein (w/ Arijit Singh),Jul - C'est la citÃ© (w/ Naps),123<->123
86,55,Arijit Singh - Pal Pal Dil Ke Paas,Neton Vega - /Perro Fiel (w/ benny blanco),99<->95
86,55,A.R. Rahman - Enna Sona (w/ Arijit Singh),Jorge & Mateus - Pra Sempre Com VocÃª,99<->99
86,55,"Anirudh Ravichander - Raavana Mavandaa (From ""Jana Nayagan"") (w/ Vivek)",Ninho - Zipette,136<->129
86,55,Kishore Kumar - Pal Pal Dil Ke Paas,"Julliany Souza - AH, JESUS / CORAÃÃO IGUAL AO TEU",123<->123
86,55,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",Cheema Y - Tutor (w/ Gur Sidhu),117<->112
86,55,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",Jul - Sousou,117<->123
86,55,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)","Mc Iguinho Ct - Semi Nua 2 (w/ Mc NegÃ£o Original, Aaron Modesto, DJ Guh Mix, MC GP, MC Ryan SP, MC Willian, Mc Dena, DU'L, MC RN do CapÃ£o, Marquinho no Beat)",117<->123
86,55,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)","Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",117<->123
86,55,Atif Aslam - O'Meri Laila (w/ Jyotica Tangri),Chuyin - PUES YA NI PEDO (w/ Fuerza Regida),107<->103
86,55,Atif Aslam - O'Meri Laila (w/ Jyotica Tangri),Peso Pluma - ni pedo (w/ Tito Double P),107<->103
86,55,"Sachet Tandon - Malang Sajna (w/ Parampara Tandon, Kumaar)","Sai Abhyankkar - Singari (w/ Pradeep Ranganathan, Sai Smriti, Semv.iii)",112<->107
86,55,Navaan Sandhu - Deewane (w/ Bir),"Julliany Souza - AH, JESUS / CORAÃÃO IGUAL AO TEU",129<->123
86,55,Javed Ali - Deewana Kar Raha Hai,Henrique & Juliano - Amor Dos Outros (Ao Vivo),152<->152
86,55,Cheema Y - Tutor (w/ Gur Sidhu),Coldplay - Adventure Of A Lifetime,112<->112
86,55,Navaan Sandhu - Hood Ambience (w/ JayB Singh),"Nena - Irgendwie, irgendwo, irgendwann",103<->103
86,55,Karan Aujla - Wavy,"DJ Japa NK - BB do BundÃ£o GrandÃ£o (w/ Mc Don Juan, MC Ryan SP, MC Tuto, MC Paulin da Capital, Mc Rodrigo do CN, Mc Lele JP)",89<->86
86,55,Cheema Y - The Beast (w/ Gur Sidhu),DJ Goja - Mi Chico,117<->112
86,55,Cheema Y - The Beast (w/ Gur Sidhu),Lagui - MaracanÃ£,117<->117
86,55,Cheema Y - The Beast (w/ Gur Sidhu),Calle 24 - SUIZA,117<->117
86,55,"Earth,  Wind & Fire - September","KK - Ajab Si (From ""Om Shanti Om"")",123<->117
86,55,"Earth,  Wind & Fire - September",Sean Paul - She Doesn't Mind,123<->117
86,55,Tucker Wetmore - Brunette,Werenoi - Piano (w/ GIMS),136<->129
86,55,Pitbull - Time of Our Lives (w/ Ne-Yo),CYRIL - Stumblin' In,123<->123
86,55,Pitbull - Time of Our Lives (w/ Ne-Yo),Sexion dAssaut - Wati by Night,123<->117
86,55,Drake - 2 Hard 4 The Radio,O Rappa - Anjos (Pra quem tem fÃ©),103<->103
86,55,"A.R. Rahman - Aawaara Angaara (w/ Faheem Abdullah, Irshad Kamil)",G Flip - Bed on Fire,152<->152
86,55,"A.R. Rahman - Aawaara Angaara (w/ Faheem Abdullah, Irshad Kamil)",Som de Faculdade - Arame Farpado (w/ Mari Fernandez),152<->152
86,55,Olivia Dean - A Couple Minutes,Josh Fawaz - Like a Prayer,129<->129
86,55,The Temper Trap - Sweet Disposition,WALK THE MOON - Shut Up and Dance,129<->129
86,55,Alex Warren - Carry You Home,"Maiara & Maraisa - Por Toda a Vida / SÃ³ Falta VocÃª (w/ Naiara Azevedo, Fred & FabrÃ­cio)",107<->107
86,55,Alex Warren - Carry You Home,Luis R Conriquez - Que Gacho (w/ Neton Vega),107<->112
86,55,Metallica - Enter Sandman,Bello&Dallas - Arena de Cuba,123<->123
86,55,The Beaches - Edge of the Earth,Henrique & Diego - SuÃ­te 14,107<->103
86,55,Dire Straits - Sultans Of Swing,"PEDRO SAMPAIO - JETSKI (w/ MC Meno K, Melody)",152<->152
86,55,Sean Paul - She Doesn't Mind,Luis R Conriquez - Que Gacho (w/ Neton Vega),117<->112
86,55,Milky Chance - Stolen Dance,Coldplay - Adventure Of A Lifetime,112<->112
86,55,Milky Chance - Stolen Dance,RimK - Air Max (w/ Ninho),112<->107
86,55,Wir sind Helden - Nur ein Wort,Belanova - Baila Mi CorazÃ³n,92<->89
86,55,Pashanim - Mittelmeer,Timal - Sicario,89<->92
86,55,Linkin Park - The Emptiness Machine,"Omar Camacho - 4x4 (w/ Victor Mendivil, Angel Almaguer, $HUPE)",92<->95
86,55,BUNT. - TRIPPIN (w/ Mapei),"La Mano 1.9 - ATL (w/ Gazo, La Rvfleuze)",143<->143
86,55,Carly Rae Jepsen - Call Me Maybe,Guy2Bezbar - Je pense Ã toi,117<->117
86,55,Carly Rae Jepsen - Call Me Maybe,"MC GP - Semi Nua (w/ MC Meno K, Aaron Modesto, MC RN do CapÃ£o, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc NegÃ£o Original)",117<->123
86,55,"James Hype - Waterfalls (w/ Sam Harper, Bobby Harvey)","ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",136<->129
86,55,Ricchi E Poveri - SarÃ perchÃ© ti amo,"Julliany Souza - AH, JESUS / CORAÃÃO IGUAL AO TEU",123<->123
86,55,reezy - SABÃA QUE NO,WIXO & LA2S - PELELE,129<->123
86,55,Yuyu19 - Blister (w/ CANEY030),ZÃ© Neto & Cristiano - Quase Todo Dia,107<->107
86,55,Yuyu19 - Blister (w/ CANEY030),Chuyin - PUES YA NI PEDO (w/ Fuerza Regida),107<->103
86,55,Yuyu19 - Blister (w/ CANEY030),Peso Pluma - ni pedo (w/ Tito Double P),107<->103
86,55,MilleniumKid - Vielleicht Vielleicht,Niska - Adriano,161<->161
86,55,"Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (w/ Jennifer Lopez, Claudia Leitte)",Ian Cordova - Te Amo y Me Amas,99<->99
86,55,Kesha - TiK ToK,Lagui - MaracanÃ£,117<->117
86,55,Kesha - TiK ToK,Calle 24 - SUIZA,117<->117
86,55,Breitner - Baby Bell,Lari Ferreira - Tudo Que Eu Queria Agora,136<->129
86,55,"Luca-Dante Spadafora - WIR SIND DIE DEUTSCHEN (w/ Julian Sommer, Andre Schnura)",Tiakola - Meuda,143<->143
86,55,Katy Perry - Hot N Cold,Black Cat - BMW,129<->123
86,55,THIZZY52 - BLOCKKIDS,Drake - Plot Twist,129<->123
86,55,WALK THE MOON - Shut Up and Dance,Ninho - Vrais,129<->123
86,55,Mr. Probz - Waves,Katy Perry - Legendary Lovers,117<->123
86,55,Mr. Probz - Waves,Lagui - Capo,117<->117
86,55,Katy Perry - Legendary Lovers,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),123<->117
86,55,Dardan - Mungu (w/ Azet),La Fouine - Flying Blue (w/ L2B),136<->136
86,55,FAYAN - VERLIEBT IN MICH (w/ Dalton),Werenoi - PÃ©tunias,129<->123
86,55,FAYAN - VERLIEBT IN MICH (w/ Dalton),Lari Ferreira - Tudo Que Eu Queria Agora,129<->129
86,55,Tream - LA PLENA (w/ Solita),Felipe e Rodrigo - Caos De AlguÃ©m (Ao Vivo),99<->103
86,55,Tream - LA PLENA (w/ Solita),Felipe e Rodrigo - Gosta De Rua (Ao Vivo),99<->103
86,55,Coldplay - Adventure Of A Lifetime,El Rabbanito - La Formula,112<->117
86,55,DJ Goja - Mi Chico,Werenoi - Poney,112<->117
86,55,Katy Perry - California Gurls (w/ Snoop Dogg),Calle 24 - SUIZA,123<->117
86,55,LUM!X - Self Aware,Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
86,55,TK - Scarface 2.0,Neton Vega - Loco,89<->92
86,55,La Rvfleuze - PARLU,GIMS - CIEL,136<->129
86,55,WIXO & LA2S - GMK,Madonna - La Isla Bonita,136<->129
86,55,WIXO & LA2S - GMK,DJ Japa NK - Amo Minha Favela (w/ MC Meno K),136<->129
86,55,WIXO & LA2S - GMK,"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",136<->129
86,55,PLK - Tu dors ?,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),112<->117
86,55,PLK - Tu dors ?,Calle 24 - SUIZA,112<->117
86,55,Ninho - Putana,La Fouine - Flying Blue (w/ L2B),136<->136
86,55,GIMS - NINAO,WIXO & LA2S - PELELE,123<->123
86,55,Werenoi - Jamal,Shashwat Sachdev - Ishq Jalakar,117<->117
86,55,Werenoi - Jamal,Katy Perry - Legendary Lovers,117<->123
86,55,GIMS - SPIDER (w/ DYSTINCT),Bello&Dallas - Arena de Cuba,117<->123
86,55,L2B - PÃ©lican,"Mc J9 - Se Eu Ficar PÃ¡ Nem Me Testa (w/ MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc NegÃ£o Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK)",123<->123
86,55,GIMS - SOIS PAS TIMIDE,Victor Mendivil - Me Paseo (w/ Oscar Maydon),129<->129
86,55,"La Mano 1.9 - ATL (w/ Gazo, La Rvfleuze)",Grupo Firme - El Beneficio De La Duda,143<->143
86,55,Bamby - Pas Jalouse (w/ Kerchak),Madonna - La Isla Bonita,136<->129
86,55,Bamby - Pas Jalouse (w/ Kerchak),DJ Japa NK - Amo Minha Favela (w/ MC Meno K),136<->129
86,55,Djadja & Dinaz - J'fais mes affaires,WIXO & LA2S - GMK,136<->136
86,55,Djadja & Dinaz - J'fais mes affaires,Bamby - Pas Jalouse (w/ Kerchak),136<->136
86,55,Werenoi - Poney,Lagui - MaracanÃ£,117<->117
86,55,Werenoi - Poney,Calle 24 - SUIZA,117<->117
86,55,Werenoi - Piano (w/ GIMS),"Mc JacareÌ - VinganÃ§a (w/ MC LUUKY, dj andreoli)",129<->129
86,55,La Mano 1.9 - JET SET,DJ Japa NK - Amo Minha Favela (w/ MC Meno K),129<->129
86,55,TK - On vas s'oublier,Jul - Sousou,117<->123
86,55,La Fouine - Flying Blue (w/ L2B),Cheema Y - Jackpot (w/ Gur Sidhu),136<->129
85,100,Olivia Rodrigo - stupid song,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),129<->129
85,98,Luciano - gimme luv <3 (w/ Jazeek),Anuv Jain - Arz Kiya Hai | Coke Studio Bharat,95<->99
85,97,Bonnie Tyler - Total Eclipse of the Heart,RAYE - WHERE IS MY HUSBAND!,123<->117
85,94,Ella Langley - Choosin' Texas,Ravyn Lenae - Love Me Not,112<->112
85,94,Gambi - RENÃ CAOVILLA,Fleetwood Mac - Dreams,129<->123
85,93,Future - Tank Top Pluto,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",129<->123
85,93,Olivia Rodrigo - whatâs wrong with me (w/ Robert Smith),"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",123<->123
85,92,Shakira - Dai Dai (w/ Burna Boy),Souly - Zwilling,152<->152
85,91,Olivia Rodrigo - expectations,AK AUSSERKONTROLLE - Hin und Her,136<->129
85,90,kulturr - mÃ©li-mÃ©lo,Shindy - Was bisher geschah,129<->123
85,89,Jennifer Lopez - On The Floor (w/ Pitbull),Henry Freitas - Me Fala Qual Necessidade,129<->123
85,89,Shakira - Hips Don't Lie (w/ Wyclef Jean),Felipe e Rodrigo - Ignora (Ao Vivo),99<->99
85,88,ZÃ© Neto & Cristiano - Cadeira Cativa,Danilo e Davi - NÃ£o Mexe nas Minhas Gavetas,129<->123
85,88,Gambi - RENÃ CAOVILLA,"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)",129<->123
85,88,"Aneesh - Udi Udi (w/ Sarkar, Hruday)",Shaboozey - A Bar Song (Tipsy),83<->80
85,88,Olivia Rodrigo - less,"Vishal Mishra - Tum Ho Toh (From ""Saiyaara"") (w/ Hansika Pareek, Raj Shekhar)",78<->76
85,87,"DJ Gu - Reliquia do 2T (w/ MC Vine7, MC Tuto, MC JoÃ£ozinho VT, Mc Dkziin, MC Fr da Norte)","Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)",117<->117
85,86,Prospa - Free Your Mind (w/ Cloonee),ANOTR - Talk To You (ft. 54 Ultra),129<->129
85,86,Future - Tank Top Pluto,Henry Freitas - Me Fala Qual Necessidade,129<->123
85,86,Olivia Rodrigo - whatâs wrong with me (w/ Robert Smith),Henry Freitas - Me Fala Qual Necessidade,123<->123
85,86,Olivia Rodrigo - less,Shaboozey - A Bar Song (Tipsy),78<->80
