score,pop,song_a,song_b,bpm
98,65,"Mc JacareÌ - CarnÃ­voro (w/ Mc Lele JP, Mc NegÃ£o Original, DJ Japa NK)",Oscar Maydon - Amigos? No. (w/ Neton Vega),129<->123
98,65,Ella Langley - I Can't Love You Anymore (w/ Morgan Wallen),Rihanna - Umbrella (w/ JAÅ¸-Z),117<->117
98,65,Peso Pluma - tu con el (w/ Tito Double P),Tulus - Teh Hijau,103<->99
98,65,Future - Snow in Skyami,CORTIS - REDRED,129<->123
98,65,"Pritam - Bandhu 2.0 (From ""Cocktail 2"") (w/ Kavita Seth, Neeraj Shridhar, Irshad Kamil)",Calvin Harris - Blessings (w/ Clementine Douglas),136<->129
98,65,Ayushmann Khurrana - Pani Da Rang,Don Toliver - E85,129<->129
98,65,Bamby - Pas Jalouse (w/ Kerchak),Sean Paul - (When You Gonna) Give It Up to Me (w/ Keyshia Cole),136<->129
98,65,La Mano 1.9 - JET SET,PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),129<->123
98,64,Danilo e Davi - Apaga Apaga Apaga,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",129<->129
98,64,6PM RECORDS - LOVESICK (w/ Sosa La M),Guy2Bezbar - Monaco,129<->123
98,64,6PM RECORDS - LOVESICK (w/ Sosa La M),Werenoi - Chemin d'or,129<->123
98,64,6PM RECORDS - LOVESICK (w/ Sosa La M),Teddy Swims - Mr. Know It All,129<->123
98,64,6PM RECORDS - LOVESICK (w/ Sosa La M),Israel & Rodolffo - Marca Evidente,129<->123
98,64,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",CYRIL - Stumblin' In,123<->123
98,64,"Pritam - Bandhu 2.0 (From ""Cocktail 2"") (w/ Kavita Seth, Neeraj Shridhar, Irshad Kamil)",The Temper Trap - Sweet Disposition,136<->129
98,64,Billie Eilish - BIRDS OF A FEATHER,Panda - Porcelanato,103<->107
98,64,Billie Eilish - BIRDS OF A FEATHER,Calle 24 - TÃXICOS,103<->107
98,64,R2 - RUINART,Madonna - Bring Your Love (w/ Sabrina Carpenter),123<->123
98,64,Oasis - Wonderwall,Noah Kahan - Stick Season,117<->112
98,64,RK - VIANO (w/ Genezio),6PM RECORDS - LOVESICK (w/ Sosa La M),136<->129
98,63,TarcÃ­sio do Acordeon - VoltÃ¡vel,Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
98,63,Harsh Nussi - Sadi Sun,Ninho - Vrais,117<->123
98,63,Yc - GT,"Pitbull - We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (w/ Jennifer Lopez, Claudia Leitte)",103<->99
98,63,Tito Double P - POR SUS BESOS,Neton Vega - /Turistico,112<->107
98,63,A.R. Rahman - Deewaana Deewaana (w/ Irshad Kamil),"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",136<->129
98,63,A.R. Rahman - Deewaana Deewaana (w/ Irshad Kamil),Belanova - Rosa Pastel,136<->129
98,63,RnBoi - AVEC MOI (w/ Nono La Grinta),Katy Perry - Hot N Cold,129<->129
98,63,Grupo Menos Ã Mais - P do Pecado,Pritam - Labon Ko (w/ KK),112<->107
98,63,Grupo Menos Ã Mais - P do Pecado,The Beaches - Edge of the Earth,112<->107
98,63,Grupo Menos Ã Mais - P do Pecado,LÃ©o Foguete - Deixo,112<->107
98,63,Bruno Mars - I Just Might,Ariana Grande - we can't be friends (wait for your love),103<->107
98,63,Peso Pluma - 7-3 (w/ Tito Double P),The Weeknd - Starboy (w/ Daft Punk),129<->123
98,63,F3miii - NOBLE,Kendrick Lamar - All The Stars (w/ SZA),92<->95
98,63,"Shashwat Sachdev - Shararat (w/ Madhubanti Bagchi, Jasmine Sandlas)",KAROL G - Si Antes Te Hubiera Conocido,136<->129
98,63,"ZEG P - Avion de chasse (w/ Gazo, Ninho)",Peso Pluma - 7-3 (w/ Tito Double P),136<->129
98,63,DJ Snake - Let Me Love You (w/ Justin Bieber),"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",136<->129
98,62,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",Drake - Plot Twist,129<->123
98,62,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",El Rabbanito - La Formula,117<->117
98,62,Roy Bianco & Die Abbrunzati Boys - Bella Napoli,The Temper Trap - Sweet Disposition,136<->129
98,62,Roy Bianco & Die Abbrunzati Boys - Bella Napoli,Josh Fawaz - Like a Prayer,136<->129
98,62,Theodora - Miss Kitoko,Jay Wheeler - De Lejitos,103<->103
98,62,Madonna - Danceteria,Jazeek - AKON,117<->117
98,62,Vitinho Imperador - Eu Me Apaixonei,J Balvin - LA CANCIÃN (w/ Bad Bunny),112<->117
98,62,Sean Paul - No Lie (w/ Dua Lipa),Peso Pluma - 7-3 (w/ Tito Double P),136<->129
98,62,WIXO & LA2S - GMK,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",136<->129
98,62,Bamby - Pas Jalouse (w/ Kerchak),"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",136<->129
98,61,"SIRA - Rhythm (w/ Aymen, NiklasWilson)",The Bausa - Magnetic,129<->129
98,61,Silva Bumpa - On 2nite,"Bob Sinclar - World, Hold On",136<->129
98,61,Silva Bumpa - On 2nite,OG Plugging - BBL,136<->129
98,61,ZÃ© Vitor & Rael - Vale a Pena Ouvir de Novo,Lari Ferreira - A Maior Saudade / TijolÃ£o / Eu Sei De Cor,103<->107
98,61,ZÃ© Vitor & Rael - Vale a Pena Ouvir de Novo,Jorge & Mateus - Pra Sempre Com VocÃª,103<->99
98,61,Michael Jackson - Smooth Criminal,Cheema Y - California Love (w/ Gur Sidhu),117<->117
98,61,Michael Jackson - Smooth Criminal,Lady Gaga - Just Dance (w/ Colby O'Donis),117<->117
98,61,Michael Jackson - Smooth Criminal,Booba - Dolce Camara (w/ SDM),117<->112
98,61,The Neighbourhood - Sweater Weather,System Of A Down - Toxicity,123<->123
98,61,Calvin Harris - Summer,Kelly Clarkson - Since U Been Gone,129<->129
98,61,Calvin Harris - Summer,Hozier - Take Me To Church,129<->129
98,61,Calvin Harris - Summer,The Bausa - Magnetic,129<->129
98,61,Bruno Mars - I Just Might,Jads & Jadson - Planos ImpossÃ­veis,103<->99
98,61,Bruno Mars - I Just Might,Danilo e Davi - Eu NÃ£o Sou Terapia,103<->99
98,61,Bruno Mars - I Just Might,Grupo Firme - Matcha Latte (w/ Octavio Cuadras),103<->99
98,61,Nirvana - Smells Like Teen Spirit,TK - On vas s'oublier,117<->117
98,61,Israel & Rodolffo - Hoje NÃ£o,"La Mano 1.9 - ATL (w/ Gazo, La Rvfleuze)",143<->143
98,61,French Montana - Unforgettable (w/ Swae Lee),"Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",129<->123
98,61,Madonna - Danceteria,Dardan - Mitten in der Nacht (w/ Azet),117<->123
98,61,Madonna - Danceteria,GIMS - NINAO,117<->123
98,61,Vitinho Imperador - Eu Me Apaixonei,Weezer - Island In The Sun,112<->112
98,61,Hozier - Too Sweet,Eminem - Without Me,117<->112
98,61,Guns N Roses - Sweet Child O' Mine,DopeNation - Kakalika,123<->117
98,61,eÅau - Sesi Potret (w/ Ari Lesmana),Train - Drops of Jupiter,107<->103
98,61,The Bausa - Magnetic,Dexter and The Moonrocks - Freakinâ Out,129<->123
98,60,Peso Pluma - 7-3 (w/ Tito Double P),Katy Perry - Hot N Cold,129<->129
98,60,Chuyin - PUES QUE LE HAGO ?,"MC Meno K - Lembrei de Tu (w/ Oruam, Fepache)",129<->123
98,60,Rihanna - S&M,GIMS - SOIS PAS TIMIDE,129<->129
98,60,Gorillaz - Feel Good Inc,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),92<->92
98,60,Creedence Clearwater Revival - Have You Ever Seen The Rain,Ninho - Vrais,117<->123
98,60,ROSÃ - APT. (w/ Bruno Mars),Navaan Sandhu - Hood Ambience (w/ JayB Singh),99<->103
98,60,Anyme023 - Champagne (w/ Meryl),Amanraj Gill - Hopeless (w/ Prem Lata),103<->103
98,60,Jyotica Tangri - Ishq de Fanniyar,Robyn - Dancing On My Own,112<->117
98,60,Chappell Roan - Pink Pony Club,Oscar Maydon - Tu Boda (w/ Fuerza Regida),107<->112
98,60,Bruno Mars - Just the Way You Are,Ariana Grande - we can't be friends (wait for your love),107<->107
98,60,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",129<->123
98,60,Kelly Clarkson - Since U Been Gone,Sabrina Carpenter - Manchild,129<->123
98,59,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),Murilo Huff - Dois Enganados (w/ MarÃ­lia MendonÃ§a),103<->103
98,59,Zach Bryan - I Remember Everything (w/ Kacey Musgraves),Ferrugem - Apaguei Pra Todos,103<->107
98,59,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)","Mc NegÃ£o Original - Vou pela Madrugada (w/ MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix)",123<->123
98,59,eÅau - Sesi Potret (w/ Ari Lesmana),Ferrugem - Apaguei Pra Todos,107<->107
98,59,Bruno Mars - That's What I Like,La Mano 1.9 - JET SET,136<->129
98,59,Coldplay - Yellow,Jorge & Mateus - Os Anjos Cantam,86<->89
98,59,Mac Miller - The Spins (w/ Empire Of The Sun),Grupo Marca Registrada - Di Que SÃ­ (w/ Grupo Frontera),129<->129
98,59,Natanael Cano - Perlas Negras (w/ Gabito Ballesteros),Olivia Dean - A Couple Minutes,136<->129
98,59,GIMS - PARISIENNE (w/ La Mano 1.9),"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)",123<->117
98,59,GIMS - PARISIENNE (w/ La Mano 1.9),"MC Meno K - Lembrei de Tu (w/ Oruam, Fepache)",123<->123
98,59,Evanescence - Bring Me To Life,PLK - Nouvelles,95<->99
98,59,Rihanna - Only Girl (In The World),Jul - Sousou,129<->123
98,59,Rihanna - Only Girl (In The World),"2ZDinizz - Beatriz (w/ Leborato, HHR)",129<->123
98,59,Rihanna - Only Girl (In The World),"Mc Iguinho Ct - Semi Nua 2 (w/ Mc NegÃ£o Original, Aaron Modesto, DJ Guh Mix, MC GP, MC Ryan SP, MC Willian, Mc Dena, DU'L, MC RN do CapÃ£o, Marquinho no Beat)",129<->123
98,59,KAROL G - Si Antes Te Hubiera Conocido,Pitbull - Timber (w/ Kesha),129<->129
98,59,Noah Kahan - Stick Season,Ariana Grande - Into You,112<->107
98,58,Bilouki - Full,La Rvfleuze - Argent Sale,129<->129
98,58,Jyotica Tangri - Ishq de Fanniyar,Guy2Bezbar - Je pense Ã toi,112<->117
98,58,Linkin Park - Numb,Lagui - Capo,112<->117
98,58,Bryan Adams - Summer Of '69,Yo Yo Honey Singh - Love Dose,143<->143
98,58,Bryan Adams - Summer Of '69,Grupo Firme - El Beneficio De La Duda,143<->143
98,58,"ZEG P - Avion de chasse (w/ Gazo, Ninho)",GIMS - CIEL,136<->129
98,58,"ZEG P - Avion de chasse (w/ Gazo, Ninho)",Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),136<->129
98,58,NATTAN - Aproveita Que Eu TÃ´ Brigado,Cardenales De Nuevo LeÃ³n - Que Nadie Sepa,95<->95
98,58,KAROL G - Si Antes Te Hubiera Conocido,"Shankar-Ehsaan-Loy - Mitwa (w/ Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali)",129<->123
98,58,Noah Kahan - Stick Season,"Sai Abhyankkar - Singari (w/ Pradeep Ranganathan, Sai Smriti, Semv.iii)",112<->107
98,58,Chappell Roan - Pink Pony Club,ZezÃ© Di Camargo & Luciano - Sem Medo de Ser Feliz,107<->112
98,58,Empire Of The Sun - Walking On A Dream,Pitbull - Time of Our Lives (w/ Ne-Yo),129<->123
98,58,Drake - Passionfruit,Lari Ferreira - A Maior Saudade / TijolÃ£o / Eu Sei De Cor,112<->107
98,58,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",Disclosure - Latch (w/ Sam Smith),129<->123
98,58,Luke Combs - Where the Wild Things Are,Jimin - Who,117<->117
98,58,Men At Work - Down Under,Plain White Ts - Hey There Delilah,107<->103
98,58,Capital Cities - Safe And Sound,sombr - undressed,117<->117
98,58,Mansheel Gujral - Channa Ve (w/ Akhil Sachdeva),Shawn Mendes - There's Nothing Holdin' Me Back,123<->123
98,58,"A.R. Rahman - Raanjhanaa (w/ Jaswinder Singh, Shiraz Uppal)",Noah Kahan - Stick Season,112<->112
98,58,"Earth,  Wind & Fire - September",Shawn Mendes - There's Nothing Holdin' Me Back,123<->123
98,58,BUNT. - TRIPPIN (w/ Mapei),Bryan Adams - Summer Of '69,143<->143
98,57,Oscar Maydon - Tu Boda (w/ Fuerza Regida),"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)",112<->117
98,57,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",Cave - CASA CUBA (w/ Amo),129<->123
98,57,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",MC GP - ME POSTOU NO DAILY,129<->129
98,57,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",Fuerza Regida - INMORTAL (w/ Chuyin),129<->129
98,57,Red Hot Chili Peppers - Can't Stop,"Pritam - Tu Hi Haqeeqat (w/ Javed Ali, Irshan Ashraf, Shadab)",117<->117
98,57,Zach Bryan - Something in the Orange,Boston - More Than a Feeling,107<->107
98,57,Luke Combs - Ain't No Love In Oklahoma (From Twisters: The Album),La Rvfleuze - P.I.B,143<->143
98,57,Foo Fighters - Everlong,MilleniumKid - Vielleicht Vielleicht,161<->161
98,57,Train - Drops of Jupiter,LÃ©o Foguete - Deixo,103<->107
98,57,Lady Gaga - Poker Face,WIXO & LA2S - PELELE,117<->123
98,57,Lady Gaga - Poker Face,El Rabbanito - La Formula,117<->117
98,57,Morgan Wallen - Last Night,Bayaan - Safar (w/ Sherazam),103<->103
98,57,Chris Stapleton - You Should Probably Leave,Sachin-Jigar - Tainu Khabar Nahi (w/ Arijit Singh),92<->89
98,57,Chris Stapleton - You Should Probably Leave,Los Dareyes De La Sierra - Frecuencia,92<->89
98,57,Luke Combs - When It Rains It Pours,Lost Frequencies - Black Friday (pretty like the sun) (w/ Tom Odell),129<->129
98,57,Tulus - Teh Hijau,Third Eye Blind - Semi-Charmed Life,99<->103
98,57,BTS - 2.0,Drake - Whisper My Name,129<->123
98,57,DJ Snake - Let Me Love You (w/ Justin Bieber),DaBaby - POP DAT THANG,136<->136
98,57,La Mano 1.9 - JET SET,Madonna - Bring Your Love (w/ Sabrina Carpenter),129<->123
98,56,PLK - Sex Model (w/ Theodora),Panda - Porcelanato,107<->107
98,56,PLK - Sex Model (w/ Theodora),Calle 24 - TÃXICOS,107<->107
98,56,"Akhil Sachdeva - Humsafar (From ""Badrinath Ki Dulhania"") (w/ Mansheel Gujral)",Boston - More Than a Feeling,103<->107
98,56,Future - Build a Bitch,Lady Gaga - Just Dance (w/ Colby O'Donis),123<->117
98,56,Junior H - MIENTRAS DUERMES,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),123<->117
98,56,Ken Carson - wheredoistart,Grupo Frontera - EL AMOR DE SU VIDA (w/ Grupo Firme),152<->152
98,56,CORTIS - REDRED,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),123<->123
98,56,Tulus - Teh Hijau,Wesley SafadÃ£o - Displicente,99<->103
98,56,BTS - Body to Body,El Rabbanito - La Formula,123<->117
98,56,Luke Combs - Be By You,"Mithoon - Phir Bhi Tumko Chaahunga (w/ Arijit Singh, Shashaa Tirupati)",95<->99
98,56,Luke Combs - Be By You,Felipe Amorim - Maria Vaqueiro (w/ NATTAN),95<->92
98,56,Keane - Somewhere Only We Know,"Aymo - Que pasa (w/ Aymen, Amo)",86<->83
98,56,Justin Bieber - Sorry,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",136<->129
98,56,Ariana Grande - Into You,Marc SeguÃ­ - Tiroteo,107<->112
98,56,Ariana Grande - Into You,Luis R Conriquez - Que Gacho (w/ Neton Vega),107<->112
98,56,Coldplay - Sparks,Bouss - Biff pas d'love,136<->136
98,56,Coldplay - Sparks,Jorge & Mateus - Calma,136<->129
98,56,Jung Kook - Seven (w/ Latto),El Rabbanito - La Formula,123<->117
98,56,Eminem - Without Me,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",112<->117
98,56,Eminem - Without Me,Genezio - OG (w/ Niska),112<->117
98,56,Justin Bieber - Baby (w/ Ludacris),Olivia Dean - A Couple Minutes,129<->129
98,56,DJ Snake - Let Me Love You (w/ Justin Bieber),"TOMAS - Medley RelÃ­quia (w/ DJ ADUTTZ, MC Dricka)",136<->129
98,56,Ed Sheeran - Shape of You,"Dj Luan Gomes - PEGA A MALDADE DA BANDIDA (w/ Mc Ws da leste, Delleon, Tropa da W&S)",129<->129
98,56,Justin Bieber - Confident,MC GP - ME POSTOU NO DAILY,136<->129
98,56,Justin Bieber - Confident,"BK - MÃºsicas de amor nunca mais (w/ Luccas Carlos, Nansy Silvvz, Gigantes)",136<->136
98,56,Drake - Whisper My Name,Teddy Swims - Mr. Know It All,123<->123
98,56,DaBaby - POP DAT THANG,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",136<->129
98,56,DaBaby - POP DAT THANG,WIXO & LA2S - GMK,136<->136
98,56,Sean Paul - Temperature,Jeck - La recette (w/ Carla),123<->117
98,56,Olivia Dean - Baby Steps,Linkin Park - The Emptiness Machine,95<->92
98,56,Kings of Leon - Use Somebody,Luan Santana - OLHO MARROM,136<->136
98,56,Karan Aujla - Low Fade (w/ Mxrci),Maluma - Borro Cassette,89<->89
98,56,Alyssa Grace - bloodstream,"Luiz Lins - Saudade (w/ Konai, Mazili)",129<->129
98,56,Zach Bryan - Pink Skies,Pesado - A chillar a otra parte,86<->86
98,56,Weezer - Island In The Sun,Sexion dAssaut - Wati by Night,112<->117
98,56,Fetty Wap - Trap Queen,Mohit Chauhan - Tum Ho (w/ Suzanne D'Mello),99<->95
98,56,Calvin Harris - Blessings (w/ Clementine Douglas),Werenoi - PÃ©tunias,129<->123
98,56,Zac Brown Band - Chicken Fried,Sunidhi Chauhan - Lae Dooba (w/ Manoj Muntashir),172<->172
98,56,Miley Cyrus - Party In The U.S.A.,Veysel - ROTTERDAM,95<->99
98,56,Plain White Ts - Hey There Delilah,"Hunny - Tu Hain Toh (From ""Mr. And Mrs. Mahi"") (w/ Bunny, Sagar)",103<->103
98,56,Plain White Ts - Hey There Delilah,Panda - Porcelanato,103<->107
98,56,Plain White Ts - Hey There Delilah,Calle 24 - TÃXICOS,103<->107
98,56,"Chappell Roan - Good Luck, Babe!",Werenoi - PÃ©tunias,117<->123
98,56,The Chemical Brothers - Go,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),117<->123
98,56,The Chemical Brothers - Go,Drake - What Did I Miss?,117<->123
98,56,Olivia Dean - Ok Love You Bye,Pritam - Labon Ko (w/ KK),103<->107
98,56,Olivia Dean - Ok Love You Bye,The Beaches - Edge of the Earth,103<->107
98,56,Olivia Dean - Ok Love You Bye,LÃ©o Foguete - Deixo,103<->107
98,56,Riley Green - Worst Way,Jul - Bwo,66<->63
98,56,Ken Carson - shadeson (w/ 2hollis),Yo Yo Honey Singh - Love Dose,143<->143
98,56,Malcolm Todd - I Just Got Mad,Eden MuÃ±oz - Como En Los Viejos Tiempos,161<->161
98,56,Disclosure - Latch (w/ Sam Smith),Naza - Tout donner (w/ SDM),123<->123
98,56,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",Zartmann - tau mich auf,129<->123
98,56,Cheema Y - Jackpot (w/ Gur Sidhu),CORTIS - REDRED,129<->123
98,56,Teddy Swims - The Door,BTS - Body to Body,129<->123
98,56,Teddy Swims - The Door,Jung Kook - Seven (w/ Latto),129<->123
98,56,"James Hype - Waterfalls (w/ Sam Harper, Bobby Harvey)",Ed Sheeran - Shape of You,136<->129
98,56,"Bob Sinclar - World, Hold On",BTS - Body to Body,129<->123
98,56,GIMS - SOIS PAS TIMIDE,Junior H - MIENTRAS DUERMES,129<->123
98,56,La Rvfleuze - Argent Sale,Future - Build a Bitch,129<->123
98,56,OG Plugging - BBL,BTS - Body to Body,129<->123
98,56,OG Plugging - BBL,Jung Kook - Seven (w/ Latto),129<->123
98,55,"Palak Muchhal - Chahun Main Ya Naa (From ""Aashiqui 2"") (w/ Arijit Singh)",Coldplay - Adventure Of A Lifetime,107<->112
98,55,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",Werenoi - PÃ©tunias,129<->123
98,55,DJ ZigÃ£o - TÃ´ na Brasilia com o ZigÃ£o (w/ MC Roger),R2 - SO MAWA (w/ Mauvais djo),129<->123
98,55,Luis R Conriquez - Medusa (w/ Tito Double P),Neton Vega - /Turistico,112<->107
98,55,El Randal - MJ,2raumwohnung - 36Grad,129<->129
98,55,El Randal - MJ,Fuerza Regida - ME JALO (w/ Grupo Frontera),129<->123
98,55,System Of A Down - Toxicity,Cheema Y - The Beast (w/ Gur Sidhu),123<->117
98,55,Dardan - Mitten in der Nacht (w/ Azet),"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",123<->117
98,55,Dardan - Mitten in der Nacht (w/ Azet),Genezio - OG (w/ Niska),123<->117
98,55,Grupo Marca Registrada - Di Que SÃ­ (w/ Grupo Frontera),Ninho - Vrais,129<->123
98,55,Navaan Sandhu - Headliner (w/ Haakam),"Anand Raj Anand - Ucha Lamba Kad Forever (From ""Welcome To The Jungle"") (w/ Vikram Montrose, Rubai, Meggha Bali)",92<->92
98,55,Cheema Y - Jackpot (w/ Gur Sidhu),Katy Perry - California Gurls (w/ Snoop Dogg),129<->123
98,55,Bayaan - Safar (w/ Sherazam),Matheus Vargas - Desocupa (w/ Cleber & Cauan),103<->107
98,55,Bayaan - Safar (w/ Sherazam),Matheus & Kauan - Quarta Cadeira,103<->107
98,55,Sachin-Jigar - Tainu Khabar Nahi (w/ Arijit Singh),B.o.B - Airplanes (w/ Hayley Williams),89<->92
98,55,"Atif Aslam - Main Rang Sharbaton Ka (w/ Chinmayi, Pritam)",ZezÃ© Di Camargo & Luciano - Sem Medo de Ser Feliz,117<->112
98,55,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),Kesha - TiK ToK,123<->117
98,55,Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),Katy Perry - California Gurls (w/ Snoop Dogg),123<->123
98,55,Pritam - Dil Ibaadat (w/ KK),Dire Straits - Sultans Of Swing,152<->152
98,55,"Arijit Singh - Itni Si Baat Hain (From ""Azhar"") (w/ Antara Mitra)",Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),103<->99
98,55,Pritam - Labon Ko (w/ KK),Damso - Alpha (w/ Kalash),107<->103
98,55,Pritam - Zara Sa (w/ KK),MilleniumKid - Vielleicht Vielleicht,161<->161
98,55,"Sachet Tandon - Bekhayali (From ""Kabir Singh"") (w/ Sachet-Parampara, Shahid Kapoor, Kiara Advani)",Oimara - Wackelkontakt,172<->172
98,55,"Pritam - Tu Hi Haqeeqat (w/ Javed Ali, Irshan Ashraf, Shadab)",Shashwat Sachdev - Ishq Jalakar,117<->117
98,55,"Pritam - Tu Hi Haqeeqat (w/ Javed Ali, Irshan Ashraf, Shadab)",Katy Perry - Legendary Lovers,117<->123
98,55,"ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",Cave - CASA CUBA (w/ Amo),129<->123
98,55,"ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",MC GP - ME POSTOU NO DAILY,129<->129
98,55,"ARJN - KALYANI (w/ KDS, FIFTY4, RONN)",Fuerza Regida - INMORTAL (w/ Chuyin),129<->129
98,55,"Vishal Mishra - Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") (w/ Rashmeet Kaur)",Bruce Springsteen - Dancing In the Dark,76<->73
98,55,Mohit Chauhan - Tum Ho (w/ Suzanne D'Mello),Cardenales De Nuevo LeÃ³n - Que Nadie Sepa,95<->95
98,55,"Hunny - Tu Hain Toh (From ""Mr. And Mrs. Mahi"") (w/ Bunny, Sagar)",Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),103<->99
98,55,A.R. Rahman - Enna Sona (w/ Arijit Singh),Alfredo Olivas - El Precio De La Soledad,99<->95
98,55,"KK - Ajab Si (From ""Om Shanti Om"")",Pitbull - Time of Our Lives (w/ Ne-Yo),117<->123
98,55,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",GIMS - NINAO,117<->123
98,55,Anuv Jain - Baarishein,Hugo & Guilherme - LembranÃ§as de Amor / Fogueira / Um Dia Te Levo Comigo,152<->152
98,55,Udit Narayan - Jugraafiya (w/ Shreya Ghoshal),Karan Aujla - Wavy,92<->89
98,55,Yo Yo Honey Singh - Love Dose,Panda - Calcinha de Renda,143<->143
98,55,Karan Aujla - Wavy,Maluma - Borro Cassette,89<->89
98,55,Boston - More Than a Feeling,Wesley SafadÃ£o - Displicente,107<->103
98,55,Drake - What Did I Miss?,GIMS - SPIDER (w/ DYSTINCT),123<->117
98,55,Dasha - Austin,Coldplay - Adventure Of A Lifetime,117<->112
98,55,Tucker Wetmore - Brunette,MC GP - ME POSTOU NO DAILY,136<->129
98,55,Tucker Wetmore - Brunette,"BK - MÃºsicas de amor nunca mais (w/ Luccas Carlos, Nansy Silvvz, Gigantes)",136<->136
98,55,The Temper Trap - Sweet Disposition,Werenoi - PÃ©tunias,129<->123
98,55,The Beaches - Edge of the Earth,Damso - Alpha (w/ Kalash),107<->103
98,55,Natasha Bedingfield - Pocketful of Sunshine,Coldplay - Adventure Of A Lifetime,112<->112
98,55,Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (w/ Freshlyground),Lennsko - panzerknacker.wav,86<->83
98,55,Cave - CASA CUBA (w/ Amo),TK - On vas s'oublier,123<->117
98,55,Sean Paul - She Doesn't Mind,Oscar Maydon - Amigos? No. (w/ Neton Vega),117<->123
98,55,"Dimitri Vegas & Like Mike - Makina Time (w/ Marlon Hoffstadt, Dj Konik)",Niska - Adriano,161<->161
98,55,Linkin Park - The Emptiness Machine,Victor Mendivil - GOET,92<->95
98,55,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",System Of A Down - Toxicity,129<->123
98,55,Kolja Goldstein - FIAI (w/ KALIM),Ofenbach - Four To The Floor (w/ Starsailor),95<->92
98,55,Kolja Goldstein - FIAI (w/ KALIM),"Omar Camacho - 4x4 (w/ Victor Mendivil, Angel Almaguer, $HUPE)",95<->95
